"","CAMHB 0.0625ug/mL Nafcillin 1","CAMHB 0.5ug/mL Nafcillin 1","CAMHB 0ug/mL Nafcillin 1","CAMHB 0.0625ug/mL Nafcillin 2","CAMHB 0.5ug/mL Nafcillin 3","CAMHB 0ug/mL Nafcillin 2","CAMHB 0ug/mL Nafcillin 3","CAMHB 0.0625ug/mL Nafcillin 3","CAMHB 0.5ug/mL Nafcillin 2","R10LB 0.031ug/mL Nafcillin 1","R10LB 0.0625ug/mL Nafcillin 1","R10LB 0ug/mL Nafcillin 1","R10LB 0.0625ug/mL Nafcillin 3","R10LB 0.031ug/mL Nafcillin 2","R10LB 0ug/mL Nafcillin 3","R10LB 0.031ug/mL Nafcillin 3","R10LB 0ug/mL Nafcillin 2","R10LB 0.0625ug/mL Nafcillin 2"
"USA300HOU_RS02395",5.85761271716707,5.93731570463323,6.12461532026176,5.82332311628588,6.3972297334835,6.1338457737968,5.57238541581953,5.6521897542725,5.94325692469576,4.35894667190822,4.44598365031624,4.57095546044352,4.50778023187426,4.23083770671041,4.56191351883179,4.17597283569643,4.44977316661538,4.58648034403935
"USA300HOU_RS02400",6.65302578152247,6.75312706438299,6.82238314293738,6.61040239413261,6.98895670143147,7.00256703215144,6.51326104600931,6.55655320611047,6.61829547924087,5.76358428637975,5.59511597930539,5.98564274393305,5.85761848903738,5.59868673885084,5.6514434065414,5.72008431734138,5.7588725773111,5.92205394932394
"USA300HOU_RS02405",4.33406454869441,5.19142594317282,4.85375926684113,4.67432614211746,4.79451762243864,5.43461428577369,4.78912068889509,4.84786036691789,4.26044140097576,5.27429558770078,5.68954719244385,4.9937433260138,5.27393881403075,5.19425789438735,5.1863139437529,5.08916458309404,4.57227476691452,5.98622923419319
"USA300HOU_RS02410",6.27369949973733,6.28266756441236,6.4634662245409,6.22032622772146,6.34825644098352,6.56624956697357,6.17922491741207,6.42955821287584,6.25107195787603,6.26831290221,6.08269231231546,6.31764809375131,6.22955626766388,6.39061866992676,6.10054970147629,6.38169383052972,6.36716937044265,5.95864125113274
"USA300HOU_RS02415",6.87514088111093,6.91802478150238,7.0165015436906,6.89287290444213,6.86314291905787,7.06322899963303,7.02196527048212,6.96145603002702,6.87121327482092,7.1090851856701,7.27291737009312,7.02684004394808,7.26619570775477,7.17602685081116,7.06259910113228,7.14605740492271,7.13727112228398,7.14089891675885
"USA300HOU_RS02420",9.57053859838168,9.57662762999391,9.73431622761709,9.63403151679938,9.53032240907856,9.56906673246678,9.67696690121298,9.60654500883721,9.64441603337799,9.42021387270772,9.55082429635347,8.98907738200423,9.48434528340803,9.36866840143498,9.11877043579533,9.46359746369689,9.32585678807305,9.37319804244276
"USA300HOU_RS02425",8.82810546060658,8.9048919281856,9.0157412474736,8.9799791910389,8.91850979030343,8.90441799756623,9.01209487856528,8.81295654327934,8.90615115443692,9.32411848006933,9.50601054088833,8.66306930822932,9.29598320529846,9.28418508422311,9.05125546667977,9.25064829394706,9.07957698737064,9.22573443813288
"USA300HOU_RS02450",5.23287759825025,5.15507818130891,5.2169675997993,5.21078157633974,5.19193600244462,5.2198765240002,5.11771288077363,5.29754933573832,5.2273466047492,4.63386261146038,4.83244625590005,4.51490106548981,4.69356185623814,4.82648923743415,4.70083075648398,4.62141239322806,4.46679981293745,4.74574713479636
"USA300HOU_RS02455",5.24426936217901,5.35613856135696,5.46599876234259,5.40668717810821,5.21616493140504,5.29811879504867,5.45396242669193,5.43676720840921,5.4133330973617,5.59486363994769,5.92671249010117,5.11981427189452,5.58449641784504,5.55680869056134,5.56974018998903,5.60927126969683,5.54598260806655,5.63885040196897
"USA300HOU_RS02460",9.56100768947345,9.6690553206544,9.6158777899245,9.65109096996663,9.67469945709652,9.60460932683152,9.52995553758277,9.59188120161054,9.60950373294624,9.60687746014709,9.73155551133907,9.63673134329167,9.7705238250771,9.65553641638439,9.60364186137165,9.68670819182434,9.57466794795826,9.82292112401095
"USA300HOU_RS02470",7.26791138586927,7.19369191691177,7.31995345192155,7.30288413356201,7.13025254546146,7.35722897119943,7.29612196309928,7.3340486694122,7.13230871452906,7.62436236632404,7.82963442821545,7.45901183637974,7.81309392175156,7.78839438720473,7.52074902631398,7.7728762943844,7.69264663192553,7.62140867387728
"USA300HOU_RS02475",6.78544465429688,6.62972442366429,6.83643585162932,6.82112840217084,6.7388286741807,6.78269993907786,6.72770607349663,6.77297080838997,6.64499467717477,7.27572896334101,7.4723511365572,7.08282759915448,7.40851096696038,7.38075606409832,7.19957386090792,7.40433558232508,7.37264842357652,7.23777982524795
"USA300HOU_RS02480",6.63834877533594,6.6256117301672,6.70759397997683,6.62624902651975,6.61406983815376,6.7720353316946,6.70784197889783,6.65594598607706,6.58861004880139,7.27325255718675,7.3759406422754,7.15522736661918,7.31781321178751,7.32092929197492,7.24989415745776,7.39006842388719,7.30150473064125,7.32059836674907
"USA300HOU_RS02485",4.38490975827987,4.1739312853428,4.44525652199273,4.31918706196591,4.27779816614854,4.64106889199255,4.27947542151392,4.47736703463768,4.05122342906554,4.30967242625819,4.37289463957129,4.63219333240719,4.14292423618194,4.42309057491997,4.91522657589104,4.13556136064745,4.37100139789785,4.41477943156364
"USA300HOU_RS02495",5.4704479383083,5.26429406216525,5.20641452172308,5.38581340702097,5.22790575259162,5.31202886104144,5.36121097421981,5.39910736087961,5.25988803796213,5.54853369428252,5.41289964920008,5.58366820736938,5.34610468620842,5.48652744878358,5.76259637944276,5.44333941963741,5.57776388344598,5.44346581672716
"USA300HOU_RS02505",8.87613667195707,8.87806207354308,9.02549349794583,8.92119092084825,8.8777487557976,8.97893332253968,8.929380905087,8.98758344637994,8.91502404904405,9.04588068724647,9.17898895785743,8.95241485018008,9.13680071597756,9.05889075135735,9.04033097543666,9.08755910792792,9.09893889447286,9.10976369529217
"USA300HOU_RS02510",8.37685995549119,8.29740618092956,8.54229370921719,8.3788761677483,8.36410523803591,8.55112565692553,8.41783854191265,8.45948595601456,8.34876362863872,8.69641849529723,8.76987619228937,8.46467724040211,8.67178897432181,8.56354682667169,8.73409683320973,8.59063600221091,8.71976100572886,8.70658725755852
"USA300HOU_RS02515",6.18322458745713,6.17473991366421,6.30198967042567,6.27349944911294,6.22176828559279,6.15073985568701,6.19457179522802,6.21221528161838,6.26287341523972,6.98168249651534,6.99538221325356,6.71783194369808,6.89270905137952,6.89715496089772,7.00310880744039,6.94248486375537,7.03918538841791,6.90104150952965
"USA300HOU_RS02520",6.22869640387255,6.45856515412752,6.62250791857538,6.43650706572952,6.42111310138847,6.4185417162322,6.45627408793771,6.40863897475612,6.46023251961672,6.96787817415085,7.06640292737186,6.59178454758813,6.92561030407433,6.98233285821509,7.00515659837754,6.82590546121121,6.92694193654704,6.82063529055686
"USA300HOU_RS02525",9.42786591714449,9.59059036077564,9.04087216832806,9.41115635779119,9.45100062645892,9.14233108583535,9.15064672545942,9.44599448716049,9.4128058788999,11.6765530471462,11.796074889232,11.1319606029914,11.5511529425451,11.5624588765291,11.5280331194703,11.5349001298385,11.380135363059,11.6384599450474
"USA300HOU_RS02530",6.9234951996355,6.9495095665101,6.84877699277827,6.97565310617365,6.93129912291039,6.89203403359404,6.84828629323579,6.97232890945309,6.89186989923722,8.77271229420416,8.78490974233907,7.84298673389902,8.54374009262999,8.45350400216722,8.49496246073788,8.41676689567094,8.45380841277562,8.5297769203501
"USA300HOU_RS02535",7.3599128464788,7.39320924506223,7.37474740071656,7.48782335215588,7.3458503792217,7.43403359745406,7.32786015009273,7.44809434594927,7.24299204633333,8.76331693879534,8.77741516023867,7.96086391064085,8.52509792581816,8.54999211710637,8.61446973329244,8.38503192518456,8.49973602549194,8.4572151690395
"USA300HOU_RS02540",9.02321076647467,9.04502144336876,9.26564197299918,9.04524345062917,9.19575570655703,9.3507599333958,9.25932156780254,8.87257468663876,8.9347629016491,9.78170681037384,9.68933777863611,8.8234452478988,9.45141667469194,9.60077094847239,9.19771374438693,9.61033100006335,9.37334879434947,9.30637203884707
"USA300HOU_RS02545",9.91500163217318,9.84683244365321,10.1281421679614,9.93991213389178,9.99139248618179,10.2220401077341,10.0365045069962,9.84948142865587,9.7436108273333,10.5034901507871,10.4927177012104,9.84295319702889,10.3275839537094,10.3641857989919,10.1102550629893,10.3494911343434,10.2603638214228,10.1832353390696
"USA300HOU_RS02555",9.23874400690039,9.19885603246209,9.40045550917201,9.27681314249545,9.30132465585263,9.30818313446609,9.28285380445435,9.27081195841391,9.26490142782655,8.08477838920313,8.12969953914058,8.45564970565361,7.98122622457328,7.91363095125652,8.67419912681573,7.87762519664882,8.26414919705481,8.34028621104041
"USA300HOU_RS02560",9.90315757929335,9.83870491533514,9.99348947770743,9.86019413342352,9.8521092286814,9.98496915039937,9.99139618215254,9.9175664215549,9.87654424480647,8.62834709877407,8.5612361284762,9.21216732671883,8.4510374308953,8.48653317949984,9.34525219456961,8.39940589226832,8.85715272644881,8.85976426360146
"USA300HOU_RS02565",5.24375356853225,4.6766648994322,4.78358476208361,5.11784018546037,4.97387119387479,4.06626421138671,4.81428051707918,4.63757590731387,5.3521658749893,4.18086508754571,2.63563610461568,4.85686688764623,4.1330418354571,3.1160592288179,3.80105087824737,3.18282519251391,4.69565132695637,3.41215913339406
"USA300HOU_RS02570",11.3795602946312,11.4411501162742,11.6661104057847,11.4135881466278,11.4894824406143,11.6803683811506,11.5396481222008,11.4402716280905,11.4159141702369,11.0995017366576,11.0699001699955,11.4814552809384,10.7524498511967,10.6678282670381,12.0057431028252,10.4399730158478,11.1703193130333,11.4164403966885
"USA300HOU_RS02575",6.85872530251314,6.80988760521378,6.84999623682902,6.9441720296696,6.72441146488343,6.78996946438464,6.91617694880266,6.87185082133216,6.8089920769787,7.52303224428969,7.6417779184683,6.91640000868209,7.61007058922196,7.57015864037257,7.06102747052972,7.6111754541674,7.316571854948,7.43021785359261
"USA300HOU_RS02580",6.25226830540851,6.0912907910155,6.36376463856946,6.2291805170341,6.13742772308508,6.26637208810171,6.29910867733519,6.29922709694701,6.28228762971817,7.1469775527771,7.37769112744993,6.33336933436306,7.10229064426272,7.02961606632182,6.95267124606501,6.97526013227017,6.96291751018904,7.02197155280755
"USA300HOU_RS02585",6.06339027288231,6.17711295461861,6.12855028051096,6.15834603359274,6.01608340598786,6.00827795052199,6.18025669839773,6.18047008309128,6.22092794552479,7.02990937651715,7.11473796895339,6.24911534146994,6.74875838452882,6.65206620314126,7.06034719162046,6.63960674745241,6.92028036574394,6.88570463832204
"USA300HOU_RS02590",6.52795424332982,6.62823147600688,6.67476072107304,6.59574442941671,6.48610673220263,6.58443604454619,6.69283034206814,6.69574805953348,6.69359535123465,7.60058125353721,7.80998365628056,6.8336338315144,7.41208527650579,7.25139201376448,7.66243059976207,7.20033956556659,7.51330606637355,7.50845668681584
"USA300HOU_RS02595",5.05230995076915,5.16602935393925,4.97386118949361,4.78087574843717,4.99897165413866,5.64590749869684,5.32445126006048,4.86658296933627,4.8097790207666,6.51230215864999,6.50272118802821,5.63822130774902,6.05960492816583,6.05703971209643,6.23721429922993,6.34541435452387,6.41870350206076,6.17601879581989
"USA300HOU_RS02600",6.60820763681776,6.45647984221656,6.50849772877297,6.43265032063011,6.53053783589181,6.73601290941137,6.55574498860686,6.51834433228208,6.46797354762866,7.54645103970665,7.80480997631957,6.87138765200148,7.52175616639656,7.18906493875875,7.52142363567855,7.23206742913599,7.36674893397154,7.69117112176739
"USA300HOU_RS02605",10.9329214242443,10.982614822275,11.096830236242,11.0380263543356,11.1057541261298,10.969380044858,10.9452023956674,10.9300669537073,11.0118697965908,10.9585407735866,11.0710786203507,10.8350979147768,11.0076455155351,10.9744965130668,10.972387927571,10.950894308514,10.9805520309202,10.975441254532
"USA300HOU_RS02610",6.23546639972314,6.38228076714444,6.36582337461554,6.41589934879735,6.15436726385099,6.2754188986901,6.40527950302021,6.4768174375177,6.25997426886891,6.72463817200082,6.7062672632474,6.50293728522298,6.47932336649299,6.42317518751289,7.07667559840328,6.27625999684901,6.72296560838446,6.66342895309124
"USA300HOU_RS02615",7.73352145648156,7.84522933647336,7.90004022141078,7.82224440921739,7.65753217942197,7.98731208192247,7.97460502565123,7.85879289887242,7.62683055517354,8.34611049524994,8.32327890739538,7.96980473763038,8.03017483609062,8.1825362122665,8.62419260847545,7.90306027343949,8.06032293782057,8.27208470304858
"USA300HOU_RS02620",9.55657792514617,9.58364475636589,9.65514011849999,9.57584013341516,9.45436851078075,9.63559283061256,9.72798690852901,9.67624915527327,9.60641295402241,10.1217633296475,10.2648996894425,9.80916283376166,10.0382686129656,10.0316667182843,10.1863277844481,9.96930703136948,9.99029333974492,10.1548227170447
"USA300HOU_RS02625",6.43545936022689,6.50230486090033,6.55998544712961,6.48648146305103,6.41842663436086,6.46295312658754,6.57116512972672,6.51529932834678,6.52655582421373,6.92566187435185,7.11686299996461,6.25885477970752,6.76751554969759,6.62750661284859,7.0399288706453,6.55654722329201,6.71389253155876,7.01193959859863
"USA300HOU_RS02630",11.0091581452521,11.1448961928187,10.8147366707155,11.0670585678838,11.1773802502055,10.7752923559958,10.8388606444017,11.0389471681837,11.2302898530426,11.2403351583682,11.4247313807778,10.5212554424976,11.3142712011792,11.281262056621,10.6115356104334,11.3370590280284,10.7844123068551,11.2157743950854
"USA300HOU_RS02635",6.36375061091208,6.40990640144465,6.59526387696786,6.45050126147768,6.54043497417327,6.45783743425522,6.46287095505456,6.40155063167945,6.47811604580678,6.54071784148255,6.45086888608532,6.78869599571886,6.70030372530873,7.11422548636147,6.1229995097849,6.99032749657194,6.49516508095538,6.21587726731911
"USA300HOU_RS02640",4.85138908341105,4.87536378567231,4.69947891219352,4.85389072014912,4.87740240882525,4.42939691103899,4.66901639910411,4.88264662232486,5.10061060905097,5.35137881702462,5.34710800976447,5.20462861438246,5.30641459420886,5.44220362268932,4.95787730827187,5.63482920885285,5.35177154998526,5.12265302005785
"USA300HOU_RS02645",7.36920383101978,7.47537590413092,7.41899807157976,7.37531464293713,7.40635152059034,7.32547353657869,7.40066382358711,7.4818018137369,7.53440854928081,8.06496729428634,8.0652226515926,7.80477432254988,8.00914789264049,8.08669097876983,8.01735524198604,7.92531586257669,8.00661878846052,7.8482399335299
"USA300HOU_RS02650",7.28649695405358,7.94436051767696,6.76329935474151,7.53963858106071,7.09580759362412,7.57919804331602,7.59685690149523,7.28748013665882,6.72840496907176,8.61875973655066,8.60942866873272,8.74253960645032,8.67914017250989,9.02598097645818,8.85651242687957,8.39635003180481,8.58700808686558,8.32781288949502
"USA300HOU_RS02655",8.52212017093118,8.59780858683782,8.6618358571638,8.58262480498834,8.57574353757431,8.58595751467529,8.62634719377265,8.64009241771552,8.64725618940493,9.36970897565851,9.38038592104669,9.1429688771506,9.25155647672243,9.29942632829028,9.39036125385048,9.23749873758563,9.29623440984295,9.27656690930738
"USA300HOU_RS02725",5.96010634221485,6.00231446686658,5.75103954973339,6.0619020995287,5.82519933174422,5.85995305322265,5.89194930398252,6.07829669221558,5.83939328739526,4.66493086403391,4.89181173677468,3.75519938896275,4.78034886091837,4.56575376962548,4.21997128927565,4.49845675786518,4.2507625433933,4.71751003093424
"USA300HOU_RS02730",11.2034276536211,11.2427495543118,10.9483991496556,11.2155627373248,11.3007154331534,10.9009399119687,10.9898213640151,11.2284790425111,11.3392125806697,8.68416867392043,8.89154892915631,7.83807574277022,8.86618221443052,8.63835260005566,8.1440487000618,8.624097078371,8.31518023159648,8.73496213097789
"USA300HOU_RS02735",11.1553372483742,11.1794108937606,10.8423456823792,11.1347684067114,11.2099003691562,10.8691497637097,10.9452484832277,11.1499375315369,11.231207091149,8.84352500962979,9.11362841292265,7.88620203067102,8.9593798581368,8.72104210234041,8.30000530192438,8.78915735954741,8.47945954123923,8.89387137742626
"USA300HOU_RS02740",10.0586892277757,9.87619114742994,10.278263232462,10.0199847111125,9.92956084729736,10.2899126408924,10.1452278771503,10.0931556130767,9.88841607695118,8.67482637110636,8.62649403690616,8.97257677349327,8.61211683202725,8.65818278078576,9.01518934852534,8.65474574806331,8.95948334366495,8.67142766043542
"USA300HOU_RS02745",8.50856332431178,8.56514634453488,8.53036415334311,8.51103834207831,8.54462583445412,8.47762593906172,8.73485954744491,8.35215988866637,8.61193304972243,7.45275198591418,7.83580915817868,7.85114773511992,8.07695797841146,7.67492054443418,7.39552135698556,7.63440546244151,7.49104363889788,7.99890355781542
"USA300HOU_RS02750",7.49495220264477,7.53823752371738,7.67710488043122,7.46250391391433,7.60506411234289,7.69222672559391,7.7316227726704,7.42609195765293,7.60747203481762,6.48860859353601,6.84798383322069,6.90170364185141,7.00025003232262,6.69896978455078,6.38090134846814,6.81310792595265,6.55642958665087,7.00369222852551
"USA300HOU_RS02755",7.76734693469443,7.93809355443794,8.0030546415805,7.79725131971064,7.94230060102186,8.04888208604361,8.10623440656012,7.71781245347014,7.91533456158733,6.72615897494226,7.11426852360184,7.15054160589608,7.19410192298305,6.86289751277336,6.7943985357189,6.97153492999538,6.86655442086357,7.28238670812542
"USA300HOU_RS02760",8.49035231150339,8.59100590180283,8.6786389002599,8.52692048974894,8.59765182193595,8.61208841369636,8.7253181237504,8.46467376295149,8.67230565592073,7.86202476269021,8.08629848909505,7.9845171068297,8.10519625963089,7.84098920898769,7.93274991617182,7.90517845041794,7.89143413751359,8.24765278633779
"USA300HOU_RS02770",7.2163606334359,7.11384597670737,7.59025541907534,7.21403856475577,7.2122792120665,7.50036583303519,7.46122177056486,7.29659505394505,7.21649866552399,7.7498850428104,7.71685192801115,7.88405209630078,7.62147442395479,7.65609083753722,8.07457714004022,7.60038705807568,7.97412497828015,7.65584843571838
"USA300HOU_RS02775",7.3712071498256,7.43277508048638,7.49405336402681,7.42426852564414,7.21884134510495,7.56536018796951,7.58464229660213,7.53155402284651,7.29180226600036,7.99688969446769,7.83581508458817,8.09220243441392,7.79605330228315,7.9261594481457,8.36704400619332,7.67500669294173,8.01433886592965,7.90446198449181
"USA300HOU_RS02780",8.02504736989013,8.10666219134787,8.19002101213865,8.07265173275244,7.9644413120089,8.23403889553814,8.2045405684416,8.21874051999666,8.06540022116105,9.198509630807,9.27847055516668,8.74928333794858,8.95715283068508,8.99557194214523,9.36149530622654,8.94807917209695,9.28671364211156,8.96994388172182
"USA300HOU_RS02785",6.88898066869053,6.85502831018477,6.94553012224927,6.958809998442,6.86427794659584,6.8176639755212,6.88766193863071,6.90440662648443,6.91521192136778,6.50189599594309,6.4178622929583,6.39468504159076,6.493755690698,6.57263745206399,6.4151973998636,6.47309412784085,6.44634615326303,6.3425449038146
"USA300HOU_RS02790",6.82872716091257,6.89323147869012,6.91785887014798,6.8177793277801,6.83755399264631,7.03378819560772,6.89822331142139,6.88645041198378,6.81150385832485,6.58379591807457,6.52612938122583,6.41370760967451,6.48875048362826,6.45819603722282,6.60152612288857,6.49673405427268,6.57132086210661,6.54707500254307
"USA300HOU_RS02795",5.26179801267176,5.7579134853314,5.50386039554347,5.46801375681926,5.54909345333803,5.80539645684626,5.49861836994273,5.43224794488308,5.27651502369122,5.33604635814671,5.43957486003807,5.45490760302965,5.40653561318606,5.35708792684165,5.44109530516443,5.46236489766635,5.53963941771949,5.38634846444302
"USA300HOU_RS02800",6.55220162473631,6.56345473337108,6.62383924667501,6.62288324504696,6.5910018238051,6.61177026834493,6.6032022222932,6.56312096438733,6.55163481919068,6.32073671942526,6.4464943443232,6.43902219193423,6.32984323923655,6.31315559125065,6.58962323300292,6.34771929878959,6.56311385964659,6.37448013700797
"USA300HOU_RS02805",6.94923286408579,6.95089801888685,6.94816263873403,6.87391593129562,6.85515389828585,7.09420621581677,7.0736684548217,6.93668311063259,6.92908740955429,6.94071312276071,7.08977186851341,6.70134470496802,6.82988862692773,6.86319771309386,7.09196863670122,6.84324690206725,6.97603331823463,6.91905253434718
"USA300HOU_RS02810",6.55624422034099,6.79122788721559,6.402431731223,6.73261500768446,6.25748732940997,6.52255675495992,6.69307308526212,6.7499144592694,6.43352977142319,6.66138304242883,6.78536798495028,6.6435315998104,6.65438096063031,6.70645035724666,7.01766441038021,6.41487133289594,6.71281373616767,6.65511055698249
"USA300HOU_RS02815",6.25109146175024,6.48700519001203,6.45352222877891,6.1100457341652,6.38929028028595,6.62815407523919,6.48730773672238,6.35756277683307,6.4571885978013,7.40153076882427,7.37551111734403,7.10554516167461,7.13123365838911,7.00348908269462,7.41344656418338,7.29497251052322,7.47799337390802,7.31933676800381
"USA300HOU_RS02820",9.09949935284303,9.17266911556158,9.15922412666503,9.07428401755807,9.07042884677635,9.27174838451549,9.2429690632621,9.16261290220972,9.11022552559197,9.58641029873559,9.61162786697617,9.50279604053081,9.43429717470524,9.55238546066205,9.76729003981387,9.43574598090206,9.46923314460489,9.6022226265936
"USA300HOU_RS02825",10.8173682979128,10.9812676485819,11.0456614643388,10.8570351743676,10.9505457249058,11.2009067139799,10.9663419592895,10.9471612438558,10.8376728143443,11.2213997971036,11.2166144840159,11.4001953514608,10.8803229307935,10.9002920852941,11.864748259912,10.7397659851306,11.2146574206904,11.3907180606074
"USA300HOU_RS02830",10.4027840686285,10.5114021121096,10.6426017403433,10.4272984350618,10.4859079083652,10.7269444540295,10.5501966124059,10.5352221991626,10.4535383975053,10.732595644428,10.6865965573151,11.0508466827842,10.3424290546362,10.2717952634127,11.636122970466,10.0668889259657,10.7573060217219,11.0362599999242
"USA300HOU_RS02835",10.8517524290917,11.0509370823851,11.2294105820192,10.9586489637556,10.9994147615999,11.4415580223831,11.1079796078476,11.0556949064106,10.8158090378693,10.9282028207866,10.8547300254674,11.2559760998632,10.2947207679286,10.2417195777827,12.2202577150416,9.99507460962641,11.136516817195,11.2219083980909
"USA300HOU_RS02840",10.4190445802136,10.3347714891918,10.6776323012326,10.4081784965244,10.4498326929667,10.856990309739,10.4701796092531,10.4147668327779,10.2094668577223,10.0708094189063,10.0162228757549,10.49941068681,9.59973617909619,9.43973304459752,11.2348381247542,9.26304623283728,10.2323967072055,10.5045656372546
"USA300HOU_RS02845",6.92377054286159,7.15102321047989,7.25245691766489,7.02091858212492,7.16008066394963,7.36726276976623,7.10379380628342,7.06018956870055,7.01298389052015,7.51768330430116,7.31248146128754,7.36615612916332,6.90678818247288,6.97485770202871,8.08192624899242,6.90652305597068,7.55641219045851,7.38448750027466
"USA300HOU_RS02850",9.42530412123027,9.50454605925046,9.65966576386823,9.41249523226494,9.45979659943113,9.72099952382965,9.62905253148713,9.55914067354324,9.50189177757403,10.3369785974047,10.3298991541996,10.0705985943951,10.0097806796445,10.0234190081458,10.655855410322,9.95312402667144,10.2758413481364,10.3009261318529
"USA300HOU_RS02855",9.45454937129564,9.52024754779709,9.83552109940964,9.50850667464151,9.56047489899205,9.87331696481959,9.6287123709951,9.59283687164905,9.50189511695167,10.2908595514132,10.2548227983017,10.0136788210542,9.9328896064213,9.89817088307511,10.6334489456737,9.8322715609647,10.1490512537586,10.3474836206641
"USA300HOU_RS02860",10.6068400001348,10.8543711998164,10.8901163853728,10.7241435865209,10.7863491653044,11.0438953828766,10.6819812877137,10.7448268787836,10.6207217706018,10.5159557477797,10.3408813440862,10.6552052643861,9.90603502245681,9.94921452575065,11.412368218645,9.69136868469905,10.3524440365187,10.76998165954
"USA300HOU_RS02865",11.0485344701801,11.2363978735305,11.4938676752295,11.2028669008117,11.3456369793796,11.4847985769516,11.1244143167086,11.1670967200368,11.1614978540553,10.8472903485183,10.8135221349866,10.9277907033216,10.2759877000538,10.1857578157547,11.8207650452206,9.98737182523362,10.9108054863425,11.0650623428529
"USA300HOU_RS02870",11.0495212416047,11.1369957817448,11.4453787950614,11.1635703274918,11.3027760388219,11.4243363631848,11.0095763461067,11.1500320374364,11.1178147209823,10.7169770214918,10.5568759828939,10.7899166947522,10.1362843555139,10.0752002224603,11.5580134299101,9.89037575094064,10.643720861399,10.926996847634
"USA300HOU_RS02875",11.6690202062798,11.7502635614435,12.1090542712049,11.7666337636671,12.0076519528303,12.0640214307733,11.5673882725431,11.7530396480914,11.7690186777757,11.0245377619152,10.9299917355165,11.1646285447365,10.5515145317842,10.450797623517,11.8521490082579,10.2618838948498,10.949895476783,11.3298265242065
"USA300HOU_RS02880",13.8778874224968,13.9062409055824,14.0697068058326,13.9035738107765,14.0544802513156,14.0043721479966,13.8534145420684,13.8793871108752,13.9863811299247,12.6813728895153,12.5925071681251,12.9312150574404,12.6372965245211,12.5053339134406,12.9187502251693,12.4034676511565,12.5570863315447,12.93911751956
"USA300HOU_RS02885",6.29600563194033,6.19069795554516,6.2730829891593,6.28068694822663,6.1235895349732,6.23647618453793,6.41430575740817,6.28647371547822,6.27824785937721,7.39336994837275,7.62561548536138,6.04436038067875,7.23728668121662,7.26048311867808,6.70259902580213,7.32877373507348,6.93597996620116,7.06631514474711
"USA300HOU_RS02890",11.0885757453079,11.0866145544829,11.0108286943472,11.082572056422,11.1517441974756,10.9610131958661,10.9843739644336,11.052653568015,11.1606109028917,8.02426626782017,7.9073282098569,8.56317981031403,8.30586360020135,8.2541740200573,7.87703398523952,8.20278496936662,8.01863861996364,8.16342572151363
"USA300HOU_RS02895",9.19501182681074,9.14733451321534,9.47864340104002,9.16631250362146,9.28474503390044,9.50074408530308,9.42321877207092,9.09976900281929,9.18254789679662,10.8599786314298,10.9474474131194,9.8842524474048,10.7204534004206,10.8304789758276,10.2124359476922,10.8269431515659,10.5029178879789,10.4550904019799
"USA300HOU_RS02900",7.00707450916596,7.0429348726785,7.19265626196315,7.04326048824373,6.93518592705593,7.13706860859358,7.1717253921864,7.16410227243656,7.08503511117686,4.24641157583887,4.13241734124272,3.59472874888293,4.0967182792741,3.93587528166739,4.0659204198717,3.853859309366,4.12361990566198,3.99751766987538
"USA300HOU_RS02905",11.4843448987593,11.4435988230778,11.5158661028295,11.5098794059498,11.5518472955748,11.461440770282,11.3725519484419,11.4716650990727,11.4638058563797,7.63704878657101,7.27048423531413,8.10960079132539,7.50475081918024,7.57953656005242,7.70303259891036,7.51978863773679,7.76709561527919,7.43950267718995
"USA300HOU_RS02910",8.93523552762024,8.98864736035794,8.86827264171677,8.92471964794862,8.9600585096915,8.83721248687795,8.89363278810526,8.95277972701225,9.03579075202782,9.08014474638314,9.2074314907681,8.62244550801737,9.13157897277866,9.15462195611618,8.69021930939358,9.22206269119325,8.99070862102126,8.90866581769018
"USA300HOU_RS02915",7.47929060377335,7.50219517898019,7.4085164880649,7.36690635904023,7.46509405162471,7.53738593893244,7.50326778814074,7.4862016493698,7.53105269690703,8.3778946580628,8.41546348726886,7.65004363065709,8.26433283397497,8.4228467442985,7.82121389658359,8.52768902456436,8.24030661065776,7.96035501301239
"USA300HOU_RS02920",6.25833362644202,6.30827577488514,6.22686229799145,6.15023294702872,6.16586670380492,6.4698705844831,6.39624990804482,6.28521847611983,6.2097352959233,7.7576020562871,7.89044488405554,7.17188792357371,7.61366888543654,7.59062906433251,7.79548935733471,7.42832088051901,7.58748660495528,7.64661969673349
"USA300HOU_RS02925",4.98119235906857,5.26716784662668,4.57783408919362,4.79632443733381,4.7523921621597,5.04513660879476,5.03555925234932,5.04494297890617,4.95413370263764,6.83575915904946,6.95165597639071,6.16428009770003,6.88145198335484,6.90183804449117,6.61405858968999,6.50268074043297,6.52094158361947,6.57328104126115
"USA300HOU_RS02930",6.16215117838519,5.93566006903488,6.08871197884149,6.08436598432211,5.98770254769606,5.95838444962859,6.02304357677708,6.15864268444046,6.12689716846237,5.77631048942558,5.46414639525286,6.01299277975428,5.56479974221613,5.56275741423196,6.01194118612491,5.71844571710531,6.06199366167176,5.62663367958484
